job_id,title,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
90,English Teacher Abroad ,,,We help teachers get safe &amp; secure jobs abroad :),"Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today ",University degree required. TEFL / TESOL / CELTA or teaching experience preferred but not necessaryCanada/US passport holders only,See job description,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
91,Marketing Manager,Marketing,,"Super Soccer Stars is the country's most popular soccer development program for kids. For over a decade, we have provided outstanding instruction for thousands of children in 400+ locations in NY, NJ, CT, MA, CA, FL, IL, Washington, DC, and London, UK! Super Soccer Stars was founded in 2000, and since its inception, it has been providing outstanding soccer development instruction for children aged 2 and up.","Super Soccer Stars is excited to offer a dynamic position based in our Manhattan Office: Marketing Manager.  If you are a personable, self-motivated, entrepreneurial individual an acute aptitude for generating aggressive business growth through creative and effective marketing initiatives, then this is the opportunity for you.  We are a fast-growing company that operates the NY area’s largest children's programming, holding over 1,000 children’s weekly soccer classes and events in the New York City area.We are looking for an organized and creative individual to manage all of our marketing initiatives.  The Marketing Manager will report to the Director of Operations and be responsible for:·       Coordinating all marketing, advertising and promotional activitiesIdentifying and executing strategic marketing venturesConducting and evaluating market researchAnalyzing customer feedback and current market conditionsSupervising grassroots marketing campaignAllocating marketing budget to achieve maximum resultsExecuting marketing plans and projectsMonitoring, reviewing and reporting on marketing approaches and resultsManaging all social media campaignsStrong knowledge of Google AdWords and Analytics, and optimizing digital campaignsPlease submit a detailed and specific cover letter explaining why you would be the right person for this position, specifying salary history and requirements.  Be sure to also attach an updated version of your resume. Any application that does not include these elements will not be considered.","Minimum of 3 years' experience in the field of marketing with an impeccable record for deliverables, as well as some management experienceBachelor's degree is required with a focus in Marketing preferredMust be highly organized and have an infectiously positive attitude.Extreme professionalism and the ability to work effectively in a dynamic environment while delivering flawless results are a must.Exceptional written and oral communication skills are imperative.Experience and passion for sports and/or soccer is an asset.","We offer a competitive starting salary, excellent growth potential, outstanding benefits (health and dental insurance, 25 days of Paid Time Off, matched 401K plan, etc.) and an extremely friendly and energetic work environment. Supplemental year-end performance-based remuneration is attainable.",0,1,0,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Marketing,0
92,Recruitment Consultant,,17000-20000,"Change Automotive Recruitment was established in 1993, with the aim of supplying quality, talented individuals into the automotive industry.  Over the years, Change Automotive Recruitment has established a reputation for delivering best practice and a quality service within the retail, manufacturer and service sectors of the industry.  clients-change  Change Automotive Recruitment regional offices are run by industry experts. They have an unparalleled experience of the industry, at all levels and disciplines, and a thorough knowledge of the clients and the people within it.  All Change Automotive personnel are Institute of the Motor Industry members. Our regional Partners are all Fellows of the Institute – F.I.M.I. – and have substantive hands on experience at all levels within the Automotive Industry over many years.  Partners all offer advice and mentoring services to all Candidates and are able to, through careful and thorough analysis, suggest a “best way forward” in a Candidates career aspirations, goals and objectives.  Clients can be assured that they will receive the very best of service whilst attracting new staff. This will enable them to ensure business critical advantage as their team is enhanced.SpecialtiesRecruitment, Search &amp; Selection, Automotove expertise, Head Hunters, Dealership approved, #ChangeDirectory, Permanent placement specialists, Bodyshop, Sales, Service, Management specialist recruiters, Parts, Aftercare market","Are you looking to continue your Career working for a Boutique Agency who are located in Scarborough North Yorkshire.The Agency operates within the UK Automotive Market which is experiencing substantial growth and is forecasted to do so for the foreseeable future. The Partners are Industry expert and have been operating for many years, albeit within Search and selection. The time is now right to offer a Full Service Package.","You will be responsible for all aspects of the 360 degree Recruitment Consultant’s role, including:Business Development / B2B SalesInterviewing Candidates / Resourcing CV’sAdvertising / MarketingClient Management and MeetingsAccount ManagementFull Back Office support is provided, including:TrainingJob Board AccessInvoicingCredit Control","An Experienced Recruiter /  Resourcer , who is looking for further Development Opportunities, more control of your desk and earnings.An experienced Recruiter / Resourcer, who wishes for a stake in their future by working exceptionally hard to smash through targets and earn Above Industry Commissions/ Bonuses.",0,1,0,Full-time,,,Staffing and Recruiting,Consulting,0
93,WAH Customer Service Repersentative,Human Resources,16000-28000,,"ECHO HEIGHT LLC (WORK AT HOME) is now excepting applications from experienced as well as inexperienced Customer Service and Technical Representatives to join our teamStarting Pay: $8.50 an hourTop Performers are making $11.00 to $12.00 per hour!!Job Requirements•  Superior customer service and technical skills•  Experience with cellular phones or providing billing support•  If the Independent Business Owner or Client Support Professional arecurrently servicing or has serviced an Echo Height Program, their commitmentadherence must be an average of 90% or greater.•  Excellent interpersonal and written communication skills.•  Advanced problem solving competency•  Ability to adapt to constant change•  Capability of multi-tasking to utilize multiple internal IT systemsProgram Equipment Requirements:   Windows XP, Windows 2000, Windows 7(32 &amp; 64 Bit)   NOTE: Windows 2000 and MAC OS NOT currently supported   Noise Cancelling Headset   Please see our Workstation Guide downloadable from our careers page for our continued list.Essential Duties and Responsibilities•  Handle customer questions, complaints, and billing inquiries with the highest degree of courtesy and professionalism•  Strive to resolve customer issues with one call resolution•  Offer alternative solutions where appropriate with the objective of retainingcustomer's business•  Handle business transactions in connection with activation of new customeraccounts•  Communicate with customers using web-based tools and demonstrates theassociated proficiency in typing and grammar•  Make financial decisions to protect/collect revenues and adjusts customer     accountsPlease no phone calls or in person submittals - All applications must be completed and submitted online - We will review your resume and be in contact with you should it fit our current needs and requirements - Thank you for your interest in Echo Height #URL_108e9755eee77c6c66672e7d80a1630bfb00b68289456544a273f2280c5084c0# Are an Equal Opportunity Employer and a Drug Free Workplace.",,,1,0,0,Full-time,Entry level,High School or equivalent,Consumer Services,Human Resources,0
94,Administrative Assistant ,,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","The Administrative Assistant will be based in San Francisco, CA. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Attend meetings in order to record minutes.Compile, transcribe, and distribute minutes of meetings.Conduct research, compile data, and prepare papers for consideration and presentation by executives, committees and boards of directors.Coordinate and direct office servicesMeet with individuals, special interest groups and othersReview operating practices and procedures in order to determine whether improvements can be made in areas such as workflow, reporting procedures, or expenditures.Provide secretarial support for a professional, supervisor or manager, and in some cases, subordinate staff of that individual.Provide highly-skilled keyboarding support in the transcribing and recording of information.","Minimum Requirements:Minimum of 6 months customer service related experience requiredHigh school diploma or equivalent (GED) requiredPreferred Qualifications:Valid Driver's License and good driving record requiredKeyboarding and windows environment PC skills required (Word, Excel and PowerPoint preferred)Excellent communication skills both verbal and writtenLifting up to 50 lbs with or without accommodationsWillingness and availability to work additional hours if assignedWillingness to submit to a pre-employment drug screening and criminal background checkAbility to effectively work individually or in a team environmentCompetency in performing multiple functional tasksAbility to meet employer's attendance policy",,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0
95,WF17 9LU Customer Service Apprenticeship under NAS 16-18 year olds only!,,,"Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles.We also are official re-sellers for The Institute of Recruiters/ Study Course professional courses in HR Practice, In-House Recruitment and Agency RecruitmentIt is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job.We work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career.We have great relationships with a number of national training providers to ensure we can cover any apprenticeship available.  ",This is fantastic opportunity for someone wanting to start their career in Customer Service. During the first 12 months you will work towards a Level 2 Customer Service NVQ and then be kept on in a permanent position.You will be working for a distribution company and the role will involve:-Providing a high level of Customer Service through conversation-working alongside the marketing team to assist in daily tasks-These tasks can include adding of new products-Inputting information and contacting service providersIdeal candidates will be computer literate and have excellent communication skills.If you are honest and hard working send your CV to #EMAIL_0e92123d11734167533acc44a2e74ffac0b6f56d256225a89769e0641a3d1aee#,Government funding is only available for 16-18 year olds as this job is an apprenticeship. ,Future Prospects,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0
96,Senior Marketing Manager,Marketing,,"Industrial Color Software is a division of Industrial Color Brands, a family of vertically integrated creative production companies. Founded in 1991 from a culture of innovation, excellence and attention to industry trends and client needs, the brands operate independently and together to provide high-level holistic solutions for photography, advertising, retail, media, and production industries. Industrial Color Brands include GlobalEdit, Impact Digital, Fast Ashley’s Studios, Industrial Color Software, and the M Project Gallery.","Senior Marketing ManagerOur photography and video company located in Manhattan is looking for an experienced Marketing Manager to lead our marketing team. With over 20 years of experience and growing fast, our company is looking for a marketing leader to executed a very ambitious and creative marketing plan.  This person will be responsible to manage a team of 3, and will be responsible for: -        Definition of marketing initiatives-        Budget definition-        Marketing automation management-        KPIs Tracking-        Online marketing-        Social media marketing-        Daily marketing deliverables (design, email marketing, CMS updates, social updates, SEO, PPC)Reporting to the VP Marketing, this person will need to have the below experience: -        3-5 years managing a small marketing team-        Hands-on marketing experience-        “Can-do” attitude in a fast-pace industry-        Start-up experience preferable-        Experience using and managing marketing automation tools (Market/Pardot)-        Indesign/Photosphop-        Saleforce experience preferable-        Great content marketing experience-        Website management (Wordpress or similar)-        SEO and PPC management (analytics and working through an agency) Full benefits and a fun environment are provided to qualified candidates.Contact:#EMAIL_6f5babe7330f88f53dee2b7cb38903d7b105afda37af31fffb2e1819e617cca0#   ","Reporting to the VP Marketing, this person will need to have the below experience: -        3-5 years managing a small marketing team-        Hands-on marketing experience-        “Can-do” attitude in a fast-pace industry-        Start-up experience preferable-        Experience using and managing marketing automation tools (Market/Pardot)-        Indesign/Photosphop-        Saleforce experience preferable-        Great content marketing experience-        Website management (Wordpress or similar)-        SEO and PPC management (analytics and working through an agency) ",Full benefits,0,1,0,Full-time,Director,Master's Degree,Internet,Marketing,0
97,Software Test Engineer [QA]: Cucumber / LAMP / Automation / Jenkins  / Web Testing / Financial Startup,,,"At LendInvest fundamentally changing the way people think about their savings, investments and how you get a mortgage. We're the new generation of finance, which is far less stuffy as we are building a new way to do things - and having some fun along the way. If you want to be part of building the future of finance, then we'd love to hear from you. LendInvest has been prominently recognised as a leader for its growth and innovation. We are based in a prime central London building, with a very cool work environment.LendInvest is a direct employer and we therefore do not work with any recruitment agencies. Recruiters, please do not spam us, we are not interested in hearing from you.For a look at what we're creating, you can see more on our site at: #URL_a472ef05be663cdc9df7eb234d26330394196f039430435745cd6695790fd82e#","#URL_f10cb7b12799258d60f3a0af7edf7799f96bced6feddbb9762740f55be503aff# is a fast-growing start-up within the financial industry.If you’re looking for an opportunity to join a team working on several large greenfield projects,building automation frameworks from scratch in an Agile environment, this is the role for you.We are building on Symfony2 / Amazon RDS and are looking for a Test Engineer to conduct manual and automated testing, as well as set up test frameworks and best practices.","Responsibilities:Manual and Automation testing (End to End)Building an Automation Framework from scratchRecommend and implement tools, practices and processWork within an Agile (Scrum) teamYour Experience:Experience in web  application testingExperience testing responsive designsExperience in a LAMP environment is a plusAgile Scrum experienceBDD with Behat or CucumberSelenium Webdriver either Java or C#Passionate about working for a start-upDegree Educated: Computer Science or relatedComfortable with Continuous Integration using Git &amp; Jenkins CIExperience with JIRASelf-reliant, creative problem solver, outcome orientedAdaptive learner, someone who’s motivated by the challenge of getting things done, team playerStrong communication skills","HackathonsLots of greenfield projectsOpportunity to attend conferences/seminars to expand your knowledge and further your educationAbility to choose a brand new work station of your choice (Windows, Mac or Linux)23 days paid holiday per yearFully stocked fridge and pantry with more food &amp; goodies than you could ever eatTeam lunch bought for you every FridaySubsidised gym membership (with pool)Opportunity to grow your career with our rapidly growing companyEasy commute to Central London office (Fitzrovia)Fun, young and very sociable team",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Information Technology,0
98,Customer Service Associate ,,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","The Customer Service Associate will be based in Pittsburg, PA. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Operate mailing, copy or fax equipmentShipping &amp; ReceivingOrder supplies and update employee listsPick-up and deliver mail, parcels, copy jobs and faxes to customersLift large bundles of mail, overnight packages and shipments of paperHandle time-sensitive material like confidential, urgent packagesMaintain copier equipmentProvide courier &amp; messenger servicesMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesTake direction from supervisor or site managerParticipate in cross-trainingMaintain all logs and reporting documentation; attention to detailAdhere to all safety proceduresPerform other tasks as assigned","Minimum Requirements:Minimum of 6 months customer service related experience requiredHigh school diploma or equivalent (GED) requiredPreferred Qualifications:Keyboarding and windows environment PC skills required (Word, Excel and PowerPoint preferred)Experience running mail posting equipment a plusExcellent communication skills both verbal and writtenLifting up to 55 lbs with or without accommodationsWillingness and availability to work additional hours if assignedWillingness to submit to a pre-employment drug screening and criminal background checkAbility to effectively work individually or in a team environmentCompetency in performing multiple functional tasksAbility to meet employer's attendance policyStanding for long periods of time",,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
99,IC&E Technician,Oil & Energy,95000-115000,"                                                                                 Staffing &amp; Recruiting done right for the Oil &amp; Energy Industry!Represented candidates are automatically granted the following perks: Expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases Significant signing bonus by Refined Resources (in addition to any potential signing bonuses our client companies offer)1 Year access to AnyPerk: significant corporate discounts on cell phones, event tickets, house cleaning and everything inbetween.  You'll save thousands on daily expenditures Professional Relocation Services for out of town candidates* All candidates are encouraged to participate in our Referral Bonus Program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the Refined Resources teamPlease submit referrals via online Referral FormThank you and we look forward to working with you soon!  [ Click to enlarge Image ]","IC&amp;E Technician | Bakersfield, CA Mt. PosoPrincipal Duties and Responsibilities: Calibrates, tests, maintains, troubleshoots, and installs all power plant instrumentation, control systems and electrical equipment.Performs maintenance on motor control centers, motor operated valves, generators, excitation equipment and motors.Performs preventive, predictive and corrective maintenance on equipment, coordinating work with various team members.Designs and installs new equipment and/or system modifications.Troubleshoots and performs maintenance on DC backup power equipment, process controls, programmable logic controls (PLC), and emission monitoring equipment.Uses maintenance reporting system to record time and material use, problem identified and corrected, and further action required; provides complete history of maintenance on equipment.Schedule, coordinate, work with and monitor contractors on specific tasks, as required.Follows safe working practices at all times.Identifies safety hazards and recommends solutions.Follows environmental compliance work practices.Identifies environmental non-compliance problems and assist in implementing solutions.Assists other team members and works with all departments to support generating station in achieving their performance goals.Trains other team members in the areas of instrumentation, control, and electrical systems.Performs housekeeping assignments, as directed.Conduct equipment and system tagging according to company and plant rules and regulations.Perform equipment safety inspections, as required, and record results as appropriate. Participate in small construction projects.  Read and interpret drawings, sketches, prints, and specifications, as required.Orders parts as needed to affect maintenance and repair.Performs Operations tasks on an as-needed basis and other tasks as assigned.Available within a reasonable response time for emergency call-ins and overtime, plus provide acceptable off-hour contact by phone and company pager.          Excellent Verbal and Written Communications Skills:Ability to coordinate work activities with other team members on technical subjects across job families.Ability to work weekends, holidays, and rotating shifts, as required.","QualificationsKnowledge, Skills &amp; Abilities: A high school diploma or GED is required. Must have a valid driver’s license. Ability to read, write, and communicate effectively in English.  Good math skills. Four years of experience as an I&amp;C Technician and/or Electrician in a power plant environment, preferably with a strong electrical background, up to and including, voltages to 15 KV to provide the following:Demonstrated knowledge of electrical equipment, electronics, schematics, basics of chemistry and physics and controls and instrumentation.Demonstrated knowledge of safe work practices associated with a power plant environment.Demonstrated ability to calibrate I&amp;C systems and equipment, including analytic equipment.Demonstrated ability to configure and operate various test instruments and equipment, as necessary, to troubleshoot and repair plant equipment including, but not limited to, distributed control systems, programmable logic controllers, motor control centers, transformers, generators, and continuous emissions monitor (CEM) systems.Demonstrated ability to work with others in a team environment. ","BENEFITSWhat is offered:Competitive compensation package100% matched retirement fundAnnual vacations paid for by companySignificant bonus structureOpportunity for advancement Full benefits packageAnnual performance reviews and base salary increasesAnnual cost of living increases Sound, clean, safe and enjoyable working environment &amp; Company CultureWorld renound management and executive team who promote from within, leverage careers and invest in employees for the long-term success of their careers and overall company/employee goalsQualified candidates contact: Darren Lawson | VP of Recruiting | #EMAIL_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c# | #PHONE_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1#   ",0,1,1,Full-time,Mid-Senior level,High School or equivalent,Oil & Energy,Other,1
100,English Teacher Abroad,,,We help teachers get safe &amp; secure jobs abroad :),"Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today ",University degree required. TEFL / TESOL / CELTA or teaching experience preferred but not necessaryCanada/US passport holders only,See job description,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
101,CAD Operator,,,,"CAD Operator – Transmission Engineering. Under general direction, this candidate will create or modify electrical, civil and electrical engineering design drawings, utilizing approved drafting standards to support the construction or maintenance of electric utility substation facilities, generation switchyards, or transmission lines. Direction will be in the form of verbal and written instructions, marked prints, and sketches. Additional duties may include administrative activities associated with updating paper and electronic folders, updating hanging files and assisting engineers and designers with printing/copying/folding of plans for release to Construction &amp; Maintenance. ","Two years’ experience with Microstation and/or AutoCAD required. Background with electrical drawings for an electric utility is a plus. Ideal candidate would be either a graduate from a college or university with an Associate Degree in Computer Aided Drafting Technology (or equivalent) with 2 to 4 years of experience, or 4 to 8 years of experience and completed (30) credit hours in an approved technical program, or 7 to 14 years equivalent experience with no degree. Valid driver’s license required. Local candidates preferred. No per diem available",,0,1,0,,,,,,0
102,English Teacher Abroad ,,,We help teachers get safe &amp; secure jobs abroad :),"Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today ",University degree required. TEFL / TESOL / CELTA or teaching experience preferred but not necessaryCanada/US passport holders only,See job description,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
103,Marketing Administrator,Marketplace,15000-18000,Renewable Energy and Environmental Protection equipment,"The job is to support the growth of the #URL_9f35c886234b8e939f5403fd12ad24821ba485aee59d1581c7a35be587faa504# marketplace project. This will involve liaison with vendors, administration of the website, liaison with the website designers, interfacing between accounts and clients, and generally troubleshooting the various systems involved in running an internet marketplace. The successful candidate will be someone who is interesting in marketing and would like to grow into a bigger role within the company.","Computer literateAble to work with HTML, although coding skills not a requirementSuitably qualifiedEnthusiastic and imaginative",For a suitably motivated and success orientated person there is the possibility to work from where ever is convenient.,1,1,0,Full-time,Entry level,Bachelor's Degree,Internet,Marketing,0
104,Customer Service Associate - Part Time,,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth."," The Customer Service Associate will be based in New York, NY. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Perform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Lift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (Filing, outgoing shipments, etc)Operating mailing, copy or scanning equipmentShipping &amp; ReceivingHandle time-sensitive material like confidential, urgent packagesPerform other tasks as assignedScanning incoming mail to recipientsPerform file purges and pullsCreate files and ship filesProvide backfill when neededEnter information daily into spreadsheetsIdentify charges and match them to billingSort and deliver mail, small packages","Minimum Requirements:Minimum of 6 months customer service related experience requiredHigh school diploma or equivalent (GED) requiredPreferred Qualifications:Keyboarding and windows environment PC skills required (Word, Excel and PowerPoint preferred)Experience running mail posting equipment a plusExcellent communication skills both verbal and writtenLifting up to 55 lbs with or without accommodationsWillingness and availability to work additional hours if assignedWillingness to submit to a pre-employment drug screening and criminal background checkAbility to effectively work individually or in a team environmentCompetency in performing multiple functional tasksAbility to meet employer's attendance policy",,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
105,Shipping Clerk,,,,"A Local company in Reading PA is looking for a Shipping clerk Mon- Fri Hours 7am-3:30 pm $14- $18hr Applicant must be able to multitask, have good communication skills, be an original thinker to come up with new ideas and implement them, logistics experience, stock room experience, forklift experience is a plus but not required, as well as knowledge of QuickBooks. Other duties as assigned.  ",,,0,0,0,,,,,,0
106,Manager of Support Services,Cloud Services,,"GetCloudServices is a privately held technology services firm founded in 2003. We are a leader in the professional cloud services market with an unwavering dedication to providing the best hosting services available, regardless of platform. We integrate best-in-class connectivity and technology into a fully-automated platform which empowers enterprises with complete access, control, security and scalability. Our mission is to deliver superior technology to businesses that could not acquire it on their own. We are known for exceptional customer service that excels at simplifying complex technologies and has established a brand people trust. GetCloudServices operates primarily from a world-class data center in Jacksonville, Florida and helps businesses around the globe with advanced online needs. We provide Cloud Desktop, VDI, managed Cloud Services, and Cloud Server Hosting in a carrier-neutral facility. We are a Drug-Free Workplace and an EEO Employer.","GetCloudServices is a privately held technology services firm founded in 2003. We are a leader in the professional cloud services market with an unwavering dedication to providing the best hosting services available, regardless of platform. We integrate best-in-class connectivity and technology into a fully-automated platform which empowers enterprises with complete access, control, security and scalability. Our mission is to deliver superior technology to businesses that could not acquire it on their own. We are known for exceptional customer service that excels at simplifying complex technologies and has established a brand people trust. GetCloudServices operates primarily from a world-class data center in Jacksonville, Florida and helps businesses around the globe with advanced online needs. We provide Cloud Desktop, VDI, managed Cloud Services, and Cloud Server Hosting in a carrier-neutral facility. We are a Drug-Free Workplace and an EEO Employer.PositionPlease note this is a telecommuting position.  You must have a high speed Internet connection and quiet work environment.We are looking for a Manager of Support Services to help lead team of talented Technical Support Specialists. You would be responsible for the supervision, measuring, monitoring, enforcement, and compliance, while raising the standards and improving the performance of this critical team. With your leadership, your team will be responsible for anticipating, identifying and satisfying the technical support and services needs of our customers. Working collaboratively with peer teams in technical support and engineering, as well as with other stakeholders, you will ensure that our clients are achieving maximum value from our solutions. The Manager of Support Services will apply their knowledge of customer support best practices, industry standards, and the skills and experiences of attaining highest customer satisfaction to elevate our customer service culture and performance.ResponsibilitiesOversee End User Services to ensure that end user problems are resolved in a timely and effective manner, enabling users to access needed information and utilize technology resources effectively.Manage, train and develop a strong support staff to ensure a high level of customer satisfaction.Direct the team’s workflow and customer interactions.Manage the work schedule for the team to ensure appropriate resource allocationAct as a point of escalation to resolve complex issues and/or reassign cases to ensure rapid resolution to customer issues.Coordinate with and maintain relationships with cross-functional teams to ensure efficient operations.Communicate effectively with customers and stakeholders to assess support needs, assist in the identification of technology needs, and respond to customer service concerns.Responsible for process documentation and process development.Establish and monitor service level targets/benchmarks and measure performance against those benchmarks.Measure and report on unit performance via metrics and indicators of service level activity and customer satisfaction. Provide regular helpdesk performance and utilization reports to leadership.Analyze performance statistics on a weekly basis and provide recommendations for process improvement in support of team metrics.Track and analyze end user issues, response and resolution rates to identify areas of need and create strategies to enhance end-user capacity and end-user reliance on support personnel.Develop and maintain comprehensive documentation.Responsible for organizing and conducting user level training and overview for GetCloudServices computer systems and applications.RequirementsMust be a resident of Florida or willing to relocate to Florida.Bachelor`s degree in a Technical Discipline preferred.Previous experience managing and building technical support teams of 5 or more.Ability to excite and inspire your team.Proven track record of managing customer expectations and ensuring the highest level of customer satisfaction.Experience driving change in a fast paced technical support environment.Excellent verbal and written communication skills. Must be able to handle a large volume of client interactions through written and verbal methods.Qualifications:Desired Qualifications (not required but desired)Industry certifications, preferably MCSA, MSCE, MCTS, MCITP, VCP, VCAData center experience, including cabling, racking, etc. Experience with Windows Active Directory Experience with virtualization technologies, specifically VMware ESXI Experience with hardware and software firewalls Experience using or managing a hosted environment Experience with network security concepts",,,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Information Technology,0
107,Gatwick Customer Service Apprenticeship 16-18 Year Olds Only,,,"Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles.We also are official re-sellers for The Institute of Recruiters/ Study Course professional courses in HR Practice, In-House Recruitment and Agency RecruitmentIt is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job.We work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career.We have great relationships with a number of national training providers to ensure we can cover any apprenticeship available.  ",You must be 16-18 years old to apply for this position as it is an apprenticeshipPerfect role for school leavers.This is a fantastic opportunity for those looking to start their career in Customer Service. During the first 12 months you will work towards a Level 2 Customer Service and then be kept on in a permanent position.You will be working for a car rental company and the role will involve:-Delivering excellent customer service-Working in the quality department-Working on different campaignsIdeal candidates will be polite and articulate.If you are motivated and career minded please apply now,Must be 16-18 years olds,Career prospects,0,1,1,Full-time,Internship,High School or equivalent,,,0
